beta,alpha,tvd
5.0,0.012691443693066181,0.5669554990527679
5.0,0.013602352551501938,0.5669554990527679
5.0,0.01457864049276262,0.5669554990527679
5.0,0.015625,0.5669554990527679
5.0,0.016746460352129577,0.5669554990527679
5.0,0.017948411796828673,0.5669554990527679
5.0,0.019236631458514314,0.5669554990527679
5.0,0.02061731110582648,0.5669554990527679
5.0,0.02209708691207961,0.7045618757307173
5.0,0.023683071351724965,0.7045618757307173
5.0,0.025382887386132362,0.7045618757307173
5.0,0.027204705103003875,0.7045618757307173
5.0,0.02915728098552524,0.7045618757307173
5.0,0.03125,0.7045618757307173
5.0,0.03349292070425915,0.7045618757307173
5.0,0.03589682359365735,0.7045618757307173
5.0,0.03847326291702863,0.7045618757307173
5.0,0.04123462221165296,0.7045618757307173
5.0,0.04419417382415922,0.7045618757307173
5.0,0.04736614270344993,0.7045618757307173
5.0,0.050765774772264724,0.7045618757307173
5.0,0.05440941020600775,0.7045618757307173
5.0,0.05831456197105048,0.7045618757307173
5.0,0.0625,0.7045618757307173
5.0,0.06698584140851832,0.7045618757307173
5.0,0.0717936471873147,0.7045618757307173
5.0,0.07694652583405726,0.7045618757307173
5.0,0.08246924442330589,0.7045618757307173
5.0,0.08838834764831845,0.7045618757307173
5.0,0.09473228540689989,0.7045618757307173
5.0,0.10153154954452945,0.7045618757307173
5.0,0.1088188204120155,0.7045618757307173
5.0,0.11662912394210093,0.7045618757307173
5.0,0.125,0.7045618757307173
5.0,0.13397168281703664,0.7045618757307173
5.0,0.1435872943746294,0.7045618757307173
5.0,0.1538930516681145,0.7045618757307173
5.0,0.16493848884661177,0.7045618757307173
5.0,0.1767766952966369,0.7045618757307173
5.0,0.18946457081379978,0.7045618757307173
5.0,0.2030630990890589,0.7045618757307173
5.0,0.217637640824031,0.7045618757307173
5.0,0.23325824788420185,0.7045618757307173
5.0,0.25,0.7045618757307173
40.0,2.3283064365386963e-10,1.0321604682062002e-15
40.0,2.495417051334619e-10,1.0321604682062002e-15
40.0,2.6745217735810076e-10,1.0321604682062002e-15
40.0,2.8664814618996274e-10,1.0321604682062002e-15
40.0,3.072218761716254e-10,1.0321604682062002e-15
40.0,3.2927225399135965e-10,1.0321604682062002e-15
40.0,3.529052637774496e-10,1.0321604682062002e-15
40.0,3.782344965060405e-10,1.0321604682062002e-15
40.0,4.053816959709509e-10,1.0321604682062002e-15
40.0,4.344773439396203e-10,1.0321604682062002e-15
40.0,4.656612873077393e-10,1.0321604682062002e-15
40.0,4.990834102669238e-10,1.0321604682062002e-15
40.0,5.349043547162015e-10,1.0321604682062002e-15
40.0,5.732962923799255e-10,1.0321604682062002e-15
40.0,6.144437523432508e-10,1.0321604682062002e-15
40.0,6.585445079827193e-10,1.0321604682062002e-15
40.0,7.058105275548992e-10,1.0321604682062002e-15
40.0,7.56468993012081e-10,1.0321604682062002e-15
40.0,8.107633919419018e-10,1.0321604682062002e-15
40.0,8.689546878792406e-10,1.0321604682062002e-15
40.0,9.313225746154785e-10,1.0321604682062002e-15
40.0,9.981668205338477e-10,1.0321604682062002e-15
40.0,1.069808709432403e-9,1.0321604682062002e-15
40.0,1.146592584759851e-9,1.0321604682062002e-15
40.0,1.2288875046865017e-9,1.0321604682062002e-15
40.0,1.3170890159654386e-9,1.0321604682062002e-15
40.0,1.4116210551097985e-9,1.0321604682062002e-15
40.0,1.512937986024162e-9,1.0321604682062002e-15
40.0,1.6215267838838037e-9,1.0321604682062002e-15
40.0,1.7379093757584813e-9,1.0321604682062002e-15
40.0,1.862645149230957e-9,1.0321604682062002e-15
40.0,1.9963336410676953e-9,1.0321604682062002e-15
40.0,2.139617418864806e-9,1.0321604682062002e-15
40.0,2.293185169519702e-9,1.0321604682062002e-15
40.0,2.4577750093730034e-9,1.0321604682062002e-15
40.0,2.634178031930877e-9,1.0321604682062002e-15
40.0,2.823242110219597e-9,1.0321604682062002e-15
40.0,3.025875972048324e-9,1.0321604682062002e-15
40.0,3.2430535677676073e-9,1.0321604682062002e-15
40.0,3.4758187515169625e-9,1.0321604682062002e-15
40.0,3.725290298461914e-9,1.0321604682062002e-15
40.0,3.992667282135391e-9,1.0321604682062002e-15
40.0,4.279234837729612e-9,1.0321604682062002e-15
40.0,4.586370339039404e-9,1.0321604682062002e-15
40.0,4.915550018746007e-9,1.0321604682062002e-15
40.0,5.268356063861754e-9,1.0321604682062002e-15
40.0,5.646484220439194e-9,1.0321604682062002e-15
40.0,6.051751944096648e-9,1.0321604682062002e-15
40.0,6.486107135535215e-9,1.0321604682062002e-15
40.0,6.951637503033925e-9,1.0321604682062002e-15
40.0,7.450580596923828e-9,1.0321604682062002e-15
40.0,7.985334564270781e-9,1.0321604682062002e-15
40.0,8.558469675459224e-9,1.0321604682062002e-15
40.0,9.172740678078808e-9,1.0321604682062002e-15
40.0,9.831100037492013e-9,1.0321604682062002e-15
40.0,1.0536712127723509e-8,1.0321604682062002e-15
40.0,1.1292968440878388e-8,1.0321604682062002e-15
40.0,1.2103503888193296e-8,1.0321604682062002e-15
40.0,1.297221427107043e-8,1.0321604682062002e-15
40.0,1.390327500606785e-8,1.0321604682062002e-15
40.0,1.4901161193847656e-8,1.0321604682062002e-15
40.0,1.5970669128541563e-8,1.0321604682062002e-15
40.0,1.711693935091845e-8,1.0321604682062002e-15
40.0,1.8345481356157615e-8,1.0321604682062002e-15
40.0,1.9662200074984027e-8,1.0321604682062002e-15
40.0,2.1073424255447017e-8,1.0321604682062002e-15
40.0,2.2585936881756776e-8,1.0321604682062002e-15
40.0,2.4207007776386593e-8,1.0321604682062002e-15
40.0,2.594442854214086e-8,1.0321604682062002e-15
40.0,2.78065500121357e-8,1.0321604682062002e-15
40.0,2.9802322387695312e-8,1.0321604682062002e-15
40.0,3.1941338257083125e-8,1.0321604682062002e-15
40.0,3.42338787018369e-8,1.0321604682062002e-15
40.0,3.669096271231523e-8,1.0321604682062002e-15
40.0,3.9324400149968054e-8,1.0321604682062002e-15
40.0,4.2146848510894035e-8,1.0321604682062002e-15
40.0,4.517187376351355e-8,1.0321604682062002e-15
40.0,4.8414015552773186e-8,1.0321604682062002e-15
40.0,5.188885708428172e-8,1.0321604682062002e-15
40.0,5.56131000242714e-8,1.0321604682062002e-15
40.0,5.960464477539063e-8,1.0321604682062002e-15
40.0,6.388267651416625e-8,1.0321604682062002e-15
40.0,6.84677574036738e-8,1.0321604682062002e-15
40.0,7.338192542463046e-8,1.0321604682062002e-15
40.0,7.864880029993611e-8,1.0321604682062002e-15
40.0,8.429369702178807e-8,1.0321604682062002e-15
40.0,9.03437475270271e-8,1.0321604682062002e-15
40.0,9.682803110554637e-8,1.0321604682062002e-15
40.0,1.0377771416856343e-7,1.0321604682062002e-15
40.0,1.112262000485428e-7,1.0321604682062002e-15
40.0,1.1920928955078125e-7,1.0321604682062002e-15
40.0,1.277653530283325e-7,1.0321604682062002e-15
40.0,1.369355148073476e-7,1.0321604682062002e-15
40.0,1.4676385084926092e-7,1.0321604682062002e-15
40.0,1.5729760059987222e-7,1.0321604682062002e-15
40.0,1.6858739404357614e-7,1.0321604682062002e-15
40.0,1.806874950540542e-7,1.0321604682062002e-15
40.0,1.9365606221109274e-7,1.0321604682062002e-15
40.0,2.0755542833712687e-7,1.0321604682062002e-15
40.0,2.224524000970856e-7,1.0321604682062002e-15
40.0,2.384185791015625e-7,1.0321604682062002e-15
40.0,2.55530706056665e-7,1.0321604682062002e-15
40.0,2.738710296146952e-7,1.0321604682062002e-15
40.0,2.9352770169852185e-7,1.0321604682062002e-15
40.0,3.1459520119974443e-7,1.0321604682062002e-15
40.0,3.371747880871523e-7,1.0321604682062002e-15
40.0,3.613749901081084e-7,1.0321604682062002e-15
40.0,3.873121244221855e-7,1.0321604682062002e-15
40.0,4.1511085667425373e-7,1.0321604682062002e-15
40.0,4.449048001941712e-7,1.0321604682062002e-15
40.0,4.76837158203125e-7,1.0321604682062002e-15
40.0,5.1106141211333e-7,1.0321604682062002e-15
40.0,5.477420592293904e-7,1.0321604682062002e-15
40.0,5.870554033970437e-7,1.0321604682062002e-15
40.0,6.291904023994889e-7,1.0321604682062002e-15
40.0,6.743495761743046e-7,1.0321604682062002e-15
40.0,7.227499802162168e-7,1.0321604682062002e-15
40.0,7.74624248844371e-7,1.0321604682062002e-15
40.0,8.302217133485075e-7,1.0321604682062002e-15
40.0,8.898096003883424e-7,1.0321604682062002e-15
40.0,9.5367431640625e-7,1.0321604682062002e-15
40.0,1.02212282422666e-6,1.0321604682062002e-15
40.0,1.0954841184587807e-6,1.0321604682062002e-15
40.0,1.1741108067940874e-6,1.0321604682062002e-15
40.0,1.2583808047989777e-6,1.0321604682062002e-15
40.0,1.3486991523486091e-6,1.0321604682062002e-15
40.0,1.4454999604324336e-6,1.0321604682062002e-15
40.0,1.549248497688742e-6,1.0321604682062002e-15
40.0,1.660443426697015e-6,1.058181320345854e-15
40.0,1.7796192007766848e-6,1.058181320345854e-15
40.0,1.9073486328125e-6,1.2377252001094513e-15
40.0,2.04424564845332e-6,1.1822140488781936e-15
40.0,2.1909682369175614e-6,1.1271365785159304e-15
40.0,2.3482216135881748e-6,1.0920084281273983e-15
40.0,2.5167616095979554e-6,1.1613973671664727e-15
40.0,2.6973983046972182e-6,1.1613973671664727e-15
40.0,2.8909999208648673e-6,1.1613973671664727e-15
40.0,3.098496995377484e-6,1.1613973671664727e-15
40.0,3.32088685339403e-6,1.1613973671664727e-15
40.0,3.5592384015533696e-6,1.1613973671664727e-15
40.0,3.814697265625e-6,1.1613973671664727e-15
40.0,4.08849129690664e-6,1.1613973671664727e-15
40.0,4.381936473835123e-6,1.1613973671664727e-15
40.0,4.6964432271763496e-6,1.1136924715771094e-15
40.0,5.033523219195911e-6,1.1136924715771094e-15
40.0,5.3947966093944364e-6,1.1154271950530878e-15
40.0,5.781999841729735e-6,1.1154271950530878e-15
40.0,6.196993990754968e-6,1.1522900689175925e-15
40.0,6.64177370678806e-6,1.1522900689175925e-15
40.0,7.118476803106739e-6,1.1522900689175925e-15
40.0,7.62939453125e-6,1.1522900689175925e-15
40.0,8.17698259381328e-6,1.1522900689175925e-15
40.0,8.763872947670246e-6,1.1522900689175925e-15
40.0,9.392886454352699e-6,1.1522900689175925e-15
40.0,1.0067046438391822e-5,1.1522900689175925e-15
40.0,1.0789593218788873e-5,1.1522900689175925e-15
40.0,1.156399968345947e-5,1.1522900689175925e-15
40.0,1.2393987981509936e-5,1.1522900689175925e-15
40.0,1.328354741357612e-5,1.2260158166466102e-15
40.0,1.4236953606213478e-5,1.2260158166466102e-15
40.0,1.52587890625e-5,1.2260158166466102e-15
40.0,1.635396518762654e-5,1.2260158166466102e-15
40.0,1.752774589534049e-5,1.2260158166466102e-15
40.0,1.8785772908705398e-5,1.2260158166466102e-15
40.0,2.013409287678367e-5,1.2260158166466102e-15
40.0,2.1579186437577746e-5,1.2260158166466102e-15
40.0,2.312799936691891e-5,1.2260158166466102e-15
40.0,2.478797596301987e-5,1.2260158166466102e-15
40.0,2.656709482715224e-5,1.2260158166466102e-15
40.0,2.847390721242699e-5,1.2260158166466102e-15
40.0,3.0517578125e-5,1.2260158166466102e-15
40.0,3.270793037525308e-5,1.2260158166466102e-15
40.0,3.505549179068098e-5,1.1583616010835102e-15
40.0,3.7571545817410796e-5,1.1444838132756953e-15
40.0,4.026818575356734e-5,1.1444838132756953e-15
40.0,4.315837287515549e-5,1.0594823629528345e-15
40.0,4.625599873383782e-5,1.0594823629528345e-15
40.0,4.957595192603974e-5,1.0594823629528345e-15
40.0,5.313418965430448e-5,1.1362438767648069e-15
40.0,5.694781442485398e-5,1.187851900175119e-15
40.0,6.103515625e-5,1.1358101958958129e-15
40.0,6.541586075050616e-5,1.1045851733282305e-15
40.0,7.011098358136196e-5,1.0612170864288111e-15
40.0,7.514309163482159e-5,1.1054525350662164e-15
40.0,8.053637150713468e-5,1.156626877607534e-15
40.0,8.631674575031098e-5,1.0924421089963933e-15
40.0,9.251199746767564e-5,1.0846358533545e-15
40.0,9.915190385207948e-5,1.163132090642447e-15
40.0,0.00010626837930860896,1.1136924715771078e-15
40.0,0.00011389562884970796,1.0620844481667992e-15
40.0,0.0001220703125,1.07856432118858e-15
40.0,0.00013083172150101232,1.1028504498522551e-15
40.0,0.00014022196716272393,1.0586150012148455e-15
40.0,0.00015028618326964319,1.1319070680748662e-15
40.0,0.00016107274301426937,1.1796119636642286e-15
40.0,0.00017263349150062197,1.1288713019919062e-15
40.0,0.0001850239949353513,1.103284130721245e-15
40.0,0.00019830380770415897,1.165734175856411e-15
40.0,0.0002125367586172179,1.6345431952391479e-15
40.0,0.00022779125769941593,6.645958210232084e-6
40.0,0.000244140625,6.645958210179611e-6
40.0,0.00026166344300202464,6.645958210105449e-6
40.0,0.00028044393432544786,2.815555513366925e-5
40.0,0.00030057236653928637,2.8155555134022698e-5
40.0,0.00032214548602853873,2.815555513411466e-5
40.0,0.00034526698300124393,2.81555551342712e-5
40.0,0.0003700479898707026,2.8155555134209195e-5
40.0,0.00039660761540831794,2.815555513429897e-5
40.0,0.0004250735172344358,2.8155555134256462e-5
40.0,0.00045558251539883185,2.815555513432715e-5
40.0,0.00048828125,2.815555513428204e-5
40.0,0.0005233268860040493,2.8155555134206593e-5
40.0,0.0005608878686508957,2.8155555134200087e-5
40.0,0.0006011447330785727,2.8155555134218322e-5
40.0,0.0006442909720570775,2.8155555134248226e-5
40.0,0.0006905339660024879,2.815555513412162e-5
40.0,0.0007400959797414052,3.193633912719338e-5
40.0,0.0007932152308166359,3.1936339127140914e-5
40.0,0.0008501470344688716,3.5770660701724666e-5
40.0,0.0009111650307976637,3.177912271783134e-5
40.0,0.0009765625,3.173029267733972e-5
40.0,0.0010466537720080985,2.8551396080639564e-5
40.0,0.0011217757373017914,5.1608547903835784e-5
40.0,0.0012022894661571455,6.899906846343725e-5
40.0,0.001288581944114155,5.759583590448537e-5
40.0,0.0013810679320049757,5.965857980596001e-5
40.0,0.0014801919594828103,5.965857980594614e-5
40.0,0.0015864304616332718,6.012600668886126e-5
40.0,0.0017002940689377433,6.012600668882912e-5
40.0,0.0018223300615953274,6.012600668889326e-5
40.0,0.001953125,6.012600668888844e-5
40.0,0.002093307544016197,6.012600668883892e-5
40.0,0.002243551474603583,6.012600668884771e-5
40.0,0.002404578932314291,6.012600668882586e-5
40.0,0.00257716388822831,6.012600668892289e-5
40.0,0.0027621358640099515,6.0126006688844004e-5
40.0,0.0029603839189656206,6.012600668890092e-5
40.0,0.0031728609232665435,6.0126006688894366e-5
40.0,0.0034005881378754866,6.012600668875066e-5
40.0,0.003644660123190655,0.00010089447509054832
40.0,0.00390625,0.00010089447509073783
40.0,0.004186615088032394,0.0001637506190579194
40.0,0.004487102949207168,0.00016375061905784085
40.0,0.0048091578646285785,0.0003546735823492478
40.0,0.00515432777645662,0.0003546735823492548
40.0,0.005524271728019903,0.00035467358234916434
40.0,0.005920767837931241,0.00035467358234890094
40.0,0.0063457218465330905,0.00035467358234892934
40.0,0.006801176275750969,0.0003546735823488445
40.0,0.00728932024638131,0.0003546735823487262
40.0,0.0078125,0.00037504055686262723
40.0,0.008373230176064788,0.0003800404643681757
40.0,0.008974205898414337,0.0004308599756323829
40.0,0.009618315729257157,0.0004199264969516231
40.0,0.01030865555291324,0.00019555134708304842
40.0,0.011048543456039806,0.0005203349254245744
40.0,0.011841535675862483,0.0005206154158609508
40.0,0.012691443693066181,0.0004457094245738695
40.0,0.013602352551501938,0.00044570942457377975
40.0,0.01457864049276262,0.00044570942457367545
40.0,0.015625,0.00045670067568881283
40.0,0.016746460352129577,0.0005308118734538308
40.0,0.017948411796828673,0.0022228007324812805
40.0,0.019236631458514314,0.002220575672588161
40.0,0.02061731110582648,0.0021569566902506533
40.0,0.02209708691207961,0.002130388893475258
40.0,0.023683071351724965,0.0022795063503793893
40.0,0.025382887386132362,0.0025380640858548246
40.0,0.027204705103003875,0.0024895472997086983
40.0,0.02915728098552524,0.0024895472997123118
40.0,0.03125,0.0024895472997222565
40.0,0.03349292070425915,0.002489547299734882
40.0,0.03589682359365735,0.0028438781590639554
40.0,0.03847326291702863,0.002709357939351344
40.0,0.04123462221165296,0.007357993227253149
40.0,0.04419417382415922,0.016092881483553798
40.0,0.04736614270344993,0.02268647636552637
40.0,0.050765774772264724,0.0386103801791847
40.0,0.05440941020600775,0.04462386804792632
40.0,0.05831456197105048,0.04726748292057959
40.0,0.0625,0.04501350545727611
40.0,0.06698584140851832,0.5863631819104486
40.0,0.0717936471873147,0.5863631819104486
40.0,0.07694652583405726,0.5863631819104486
40.0,0.08246924442330589,0.5863631819104486
40.0,0.08838834764831845,0.5863631819104486
40.0,0.09473228540689989,0.5863631819104486
40.0,0.10153154954452945,0.5807805252509056
40.0,0.1088188204120155,0.5769879883400126
40.0,0.11662912394210093,0.5689136815735305
40.0,0.125,0.5844772288384914
40.0,0.13397168281703664,0.5773666080709695
40.0,0.1435872943746294,0.5654152003290652
40.0,0.1538930516681145,0.5652284367527468
40.0,0.16493848884661177,0.6049576853309524
40.0,0.1767766952966369,0.7383561246513825
40.0,0.18946457081379978,0.7383561246513825
40.0,0.2030630990890589,0.7383561246513825
40.0,0.217637640824031,0.7383561246513825
40.0,0.23325824788420185,0.7383561246513825
40.0,0.25,0.7383561246513825
